Index([u'Genero', u'Edad', u'Dpr', u'DIRA', u'CausaDIRA', u'Modo',
       u'TAS_antes', u'TAD_antes', u'FC_antes', u'TAS', u'TAD', u'FC',
       u'FR_antes', u'FiO2_antes', u'FiO2', u'PEEP', u'Temp', u'dVM', u'Hb',
       u'Clase'],
      dtype='object')
('DNN[5, 5]', {'average_loss': 0.8434743, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 37.11287})
('DNN[5, 6]', {'average_loss': 0.84031695, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.973946})
('DNN[5, 7]', {'average_loss': 0.8824114, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.826103})
('DNN[5, 8]', {'average_loss': 0.82214683, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.17446})
('DNN[5, 9]', {'average_loss': 0.8542206, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 37.58571})
('DNN[5, 10]', {'average_loss': 0.9711046, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 42.728603})
('DNN[6, 5]', {'average_loss': 0.84534746, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.19529})
('DNN[6, 6]', {'average_loss': 0.8152698, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 35.871872})
('DNN[6, 7]', {'average_loss': 0.83036727, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.53616})
('DNN[6, 8]', {'average_loss': 0.81427175, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.827957})
('DNN[6, 9]', {'average_loss': 0.84582084, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.216118})
('DNN[6, 10]', {'average_loss': 0.82186145, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.161903})
('DNN[7, 5]', {'average_loss': 0.83583, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.77652})
('DNN[7, 6]', {'average_loss': 0.83644885, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.80375})
('DNN[7, 7]', {'average_loss': 1.1957345, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 52.612316})
('DNN[7, 8]', {'average_loss': 0.8442556, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.147247})
('DNN[7, 9]', {'average_loss': 0.8084272, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.570797})
('DNN[7, 10]', {'average_loss': 0.8660139, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.10461})
('DNN[8, 5]', {'average_loss': 0.74819255, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 32.92047})
('DNN[8, 6]', {'average_loss': 0.83781564, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.863888})
('DNN[8, 7]', {'average_loss': 0.82644343, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.36351})
('DNN[8, 8]', {'average_loss': 0.85705054, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 37.710224})
('DNN[8, 9]', {'average_loss': 0.8413341, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.0187})
('DNN[8, 10]', {'average_loss': 0.7696238, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 33.86345})
('DNN[9, 5]', {'average_loss': 0.8408083, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.995564})
('DNN[9, 6]', {'average_loss': 0.71419525, 'accuracy': 0.77272725, 'global_step': 500, 'loss': 31.424591})
('DNN[9, 7]', {'average_loss': 0.81230265, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.741318})
('DNN[9, 8]', {'average_loss': 0.83231074, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.621674})
('DNN[9, 9]', {'average_loss': 0.8252123, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.30934})
('DNN[9, 10]', {'average_loss': 0.85592324, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.66062})
('DNN[10, 5]', {'average_loss': 0.88227123, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.819935})
('DNN[10, 6]', {'average_loss': 0.8119164, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.724323})
('DNN[10, 7]', {'average_loss': 0.79273516, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 34.88035})
('DNN[10, 8]', {'average_loss': 0.8500653, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.402874})
('DNN[10, 9]', {'average_loss': 0.8352652, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.75167})
('DNN[10, 10]', {'average_loss': 0.90831655, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 39.965927})
('DNN[9, 5, 9]', {'average_loss': 0.84245247, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 37.06791})
('DNN[9, 5, 10]', {'average_loss': 0.85116, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.45104})
('DNN[9, 6, 5]', {'average_loss': 0.8408331, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.99666})
('DNN[9, 6, 6]', {'average_loss': 0.80088335, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.23887})
('DNN[9, 6, 7]', {'average_loss': 1.0490551, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 46.158424})
('DNN[9, 6, 8]', {'average_loss': 0.80956274, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.62076})
('DNN[9, 6, 9]', {'average_loss': 0.8390352, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91755})
('DNN[9, 6, 10]', {'average_loss': 0.743214, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 32.701416})
('DNN[9, 7, 5]', {'average_loss': 0.8322559, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.61926})
('DNN[9, 7, 6]', {'average_loss': 0.8517697, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 37.477867})
('DNN[9, 7, 7]', {'average_loss': 0.8369138, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 36.824207})
('DNN[9, 7, 8]', {'average_loss': 0.78748393, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 34.649292})
('DNN[9, 7, 9]', {'average_loss': 0.8631315, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 37.977787})
('DNN[9, 7, 10]', {'average_loss': 0.8059656, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 35.462486})
('DNN[9, 8, 5]', {'average_loss': 0.8330313, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.653378})
('DNN[9, 8, 6]', {'average_loss': 0.8532552, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.54323})
('DNN[9, 8, 7]', {'average_loss': 0.7606338, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 33.467888})
('DNN[9, 8, 8]', {'average_loss': 0.923967, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 40.65455})
('DNN[9, 8, 9]', {'average_loss': 0.8480618, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 37.31472})
('DNN[9, 8, 10]', {'average_loss': 0.78813916, 'accuracy': 0.75, 'global_step': 500, 'loss': 34.678123})
('DNN[9, 9, 5]', {'average_loss': 0.88240546, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 38.82584})
('DNN[9, 9, 6]', {'average_loss': 0.87289834, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 38.407528})
('DNN[9, 9, 7]', {'average_loss': 0.81834733, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.007282})
('DNN[9, 9, 8]', {'average_loss': 0.94125, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 41.415})
('DNN[9, 9, 9]', {'average_loss': 0.83996147, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.958305})
('DNN[9, 9, 10]', {'average_loss': 0.8351937, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.748524})
('DNN[9, 10, 5]', {'average_loss': 0.716226, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 31.513943})
('DNN[9, 10, 6]', {'average_loss': 0.8467863, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 37.2586})
('DNN[9, 10, 7]', {'average_loss': 0.8549604, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.618256})
('DNN[9, 10, 8]', {'average_loss': 0.796802, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.059288})
('DNN[9, 10, 9]', {'average_loss': 0.854183, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.584053})
('DNN[9, 10, 10]', {'average_loss': 0.8506019, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 37.426483})
('DNN[10, 5, 5]', {'average_loss': 0.8661949, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.112576})
('DNN[10, 5, 6]', {'average_loss': 0.78995323, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 34.757942})
('DNN[10, 5, 7]', {'average_loss': 0.8485493, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.33617})
('DNN[10, 5, 8]', {'average_loss': 0.8680184, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.19281})
('DNN[10, 5, 9]', {'average_loss': 0.8071409, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.5142})
('DNN[10, 5, 10]', {'average_loss': 0.94269407, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 41.47854})
('DNN[10, 6, 5]', {'average_loss': 0.8319828, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.607243})
('DNN[10, 6, 6]', {'average_loss': 0.8289373, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.47324})
('DNN[10, 6, 7]', {'average_loss': 0.8384175, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.89037})
('DNN[10, 6, 8]', {'average_loss': 0.72910494, 'accuracy': 0.72727275, 'global_step': 500, 'loss': 32.080616})
('DNN[10, 6, 9]', {'average_loss': 0.8363485, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.79933})
('DNN[10, 6, 10]', {'average_loss': 0.8436744, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.121674})
('DNN[10, 7, 5]', {'average_loss': 0.83911955, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.92126})
('DNN[10, 7, 6]', {'average_loss': 0.8134165, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 35.790325})
('DNN[10, 7, 7]', {'average_loss': 0.8419675, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.04657})
('DNN[10, 7, 8]', {'average_loss': 0.8509525, 'accuracy': 0.5, 'global_step': 500, 'loss': 37.44191})
('DNN[10, 7, 9]', {'average_loss': 0.7118419, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 31.321043})
('DNN[10, 7, 10]', {'average_loss': 0.7908442, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 34.797146})
('DNN[10, 8, 5]', {'average_loss': 0.8042001, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.384804})
('DNN[10, 8, 6]', {'average_loss': 0.8299206, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.516506})
('DNN[10, 8, 7]', {'average_loss': 0.715377, 'accuracy': 0.75, 'global_step': 500, 'loss': 31.476587})
('DNN[10, 8, 8]', {'average_loss': 0.7417546, 'accuracy': 0.75, 'global_step': 500, 'loss': 32.637203})
('DNN[10, 8, 9]', {'average_loss': 0.7729456, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 34.009605})
('DNN[10, 8, 10]', {'average_loss': 0.8378937, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.867325})
('DNN[10, 9, 5]', {'average_loss': 0.84848523, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 37.33335})
('DNN[10, 9, 6]', {'average_loss': 0.8278375, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.42485})
('DNN[10, 9, 7]', {'average_loss': 0.88143367, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.78308})
('DNN[10, 9, 8]', {'average_loss': 0.8427494, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.080975})
('DNN[10, 9, 9]', {'average_loss': 0.80058503, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 35.225742})
('DNN[10, 9, 10]', {'average_loss': 0.87010646, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.284683})
('DNN[10, 10, 5]', {'average_loss': 0.94616604, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 41.631306})
('DNN[10, 10, 6]', {'average_loss': 0.8420771, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.05139})
('DNN[10, 10, 7]', {'average_loss': 0.69699913, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 30.667963})
('DNN[10, 10, 8]', {'average_loss': 0.80979097, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 35.630802})
('DNN[10, 10, 9]', {'average_loss': 0.8132425, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.78267})
('DNN[10, 10, 10]', {'average_loss': 0.80499005, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 35.419563})
('DNN[5, 5, 5, 5]', {'average_loss': 0.83997804, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.959034})
('DNN[5, 5, 5, 6]', {'average_loss': 0.8098232, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.63222})
('DNN[5, 5, 5, 7]', {'average_loss': 0.8746881, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 38.486275})
('DNN[5, 5, 5, 8]', {'average_loss': 0.8700246, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.281082})
('DNN[5, 5, 5, 9]', {'average_loss': 0.7491835, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 32.964073})
('DNN[5, 5, 5, 10]', {'average_loss': 0.76406825, 'accuracy': 0.72727275, 'global_step': 500, 'loss': 33.619003})
('DNN[5, 5, 6, 5]', {'average_loss': 0.82027763, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.092216})
('DNN[5, 5, 6, 6]', {'average_loss': 0.79752296, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.09101})
('DNN[5, 5, 6, 7]', {'average_loss': 0.8655335, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.083473})
('DNN[5, 5, 6, 8]', {'average_loss': 0.8399155, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.956284})
('DNN[5, 5, 6, 9]', {'average_loss': 0.85139865, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 37.46154})
('DNN[5, 5, 6, 10]', {'average_loss': 0.71099335, 'accuracy': 0.75, 'global_step': 500, 'loss': 31.283707})
('DNN[5, 5, 7, 5]', {'average_loss': 0.8423761, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 37.06455})
('DNN[5, 5, 7, 6]', {'average_loss': 0.82144743, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.14369})
('DNN[5, 5, 7, 7]', {'average_loss': 0.8216369, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 36.152023})
('DNN[5, 5, 7, 8]', {'average_loss': 0.85218847, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.496292})
('DNN[5, 5, 7, 9]', {'average_loss': 0.80493236, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 35.417023})
('DNN[5, 5, 7, 10]', {'average_loss': 0.7673765, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 33.764565})
('DNN[5, 5, 8, 5]', {'average_loss': 0.88101274, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.76456})
('DNN[5, 5, 8, 6]', {'average_loss': 0.83899367, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91572})
('DNN[5, 5, 8, 7]', {'average_loss': 0.83718145, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.835983})
('DNN[5, 5, 8, 8]', {'average_loss': 0.8389938, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915726})
('DNN[5, 5, 8, 9]', {'average_loss': 0.8735721, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.437172})
('DNN[5, 5, 8, 10]', {'average_loss': 0.82412225, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.26138})
('DNN[5, 5, 9, 5]', {'average_loss': 0.8389952, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91579})
('DNN[5, 5, 9, 6]', {'average_loss': 0.81345975, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.79223})
('DNN[5, 5, 9, 7]', {'average_loss': 0.8389942, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915745})
('DNN[5, 5, 9, 8]', {'average_loss': 0.9126537, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 40.15676})
('DNN[5, 5, 9, 9]', {'average_loss': 0.8389938, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915726})
('DNN[5, 5, 9, 10]', {'average_loss': 0.8389957, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91581})
('DNN[5, 5, 10, 5]', {'average_loss': 0.8360287, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.785263})
('DNN[5, 5, 10, 6]', {'average_loss': 0.8734791, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 38.433083})
('DNN[5, 5, 10, 7]', {'average_loss': 0.88133657, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 38.77881})
('DNN[5, 5, 10, 8]', {'average_loss': 0.8428929, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.087288})
('DNN[5, 5, 10, 9]', {'average_loss': 0.8402731, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.972015})
('DNN[5, 5, 10, 10]', {'average_loss': 1.0490315, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 46.157387})
('DNN[5, 6, 5, 5]', {'average_loss': 0.7756431, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 34.128296})
('DNN[5, 6, 5, 6]', {'average_loss': 0.84078234, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.994423})
('DNN[5, 6, 5, 7]', {'average_loss': 0.8545808, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.601555})
('DNN[5, 6, 5, 8]', {'average_loss': 0.8395193, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.93885})
('DNN[5, 6, 5, 9]', {'average_loss': 0.83240217, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.625694})
('DNN[5, 6, 5, 10]', {'average_loss': 0.76304704, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 33.57407})
('DNN[5, 6, 6, 5]', {'average_loss': 0.79192644, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 34.844765})
('DNN[5, 6, 6, 6]', {'average_loss': 0.82283956, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.20494})
('DNN[5, 6, 6, 7]', {'average_loss': 0.97948706, 'accuracy': 0.54545456, 'global_step': 500, 'loss': 43.09743})
('DNN[5, 6, 6, 8]', {'average_loss': 0.79204047, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 34.84978})
('DNN[5, 6, 6, 9]', {'average_loss': 0.86448234, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 38.037224})
('DNN[5, 6, 6, 10]', {'average_loss': 1.0056256, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 44.247524})
('DNN[5, 6, 7, 5]', {'average_loss': 0.8389936, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915718})
('DNN[5, 6, 7, 6]', {'average_loss': 0.83021206, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.52933})
('DNN[5, 6, 7, 7]', {'average_loss': 0.8268606, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 36.381866})
('DNN[5, 6, 7, 8]', {'average_loss': 0.8406294, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.987694})
('DNN[5, 6, 7, 9]', {'average_loss': 0.8479464, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 37.309643})
('DNN[5, 6, 7, 10]', {'average_loss': 1.113226, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 48.98195})
('DNN[5, 6, 8, 5]', {'average_loss': 0.7150565, 'accuracy': 0.75, 'global_step': 500, 'loss': 31.462486})
('DNN[5, 6, 8, 6]', {'average_loss': 0.8411, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.0084})
('DNN[5, 6, 8, 7]', {'average_loss': 0.8262167, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.353535})
('DNN[5, 6, 8, 8]', {'average_loss': 0.82243866, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.1873})
('DNN[5, 6, 8, 9]', {'average_loss': 0.8389935, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.915714})
('DNN[5, 6, 8, 10]', {'average_loss': 0.85654485, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.687973})
('DNN[5, 6, 9, 5]', {'average_loss': 0.920171, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 40.487526})
('DNN[5, 6, 9, 6]', {'average_loss': 0.8370649, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.830856})
('DNN[5, 6, 9, 7]', {'average_loss': 0.82426226, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.26754})
('DNN[5, 6, 9, 8]', {'average_loss': 0.7203003, 'accuracy': 0.72727275, 'global_step': 500, 'loss': 31.693214})
('DNN[5, 6, 9, 9]', {'average_loss': 0.7202021, 'accuracy': 0.75, 'global_step': 500, 'loss': 31.688892})
('DNN[5, 6, 9, 10]', {'average_loss': 0.7857401, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 34.572563})
('DNN[5, 6, 10, 5]', {'average_loss': 0.94519514, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 41.588585})
('DNN[5, 6, 10, 6]', {'average_loss': 0.7773604, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 34.203857})
('DNN[5, 6, 10, 7]', {'average_loss': 0.77947706, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 34.29699})
('DNN[5, 6, 10, 8]', {'average_loss': 0.82702655, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 36.389168})
('DNN[5, 6, 10, 9]', {'average_loss': 0.8548576, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.613735})
('DNN[5, 6, 10, 10]', {'average_loss': 0.82511693, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 36.305145})
('DNN[5, 7, 5, 5]', {'average_loss': 0.79952466, 'accuracy': 0.70454544, 'global_step': 500, 'loss': 35.179085})
('DNN[5, 7, 5, 6]', {'average_loss': 0.7241638, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 31.863205})
('DNN[5, 7, 5, 7]', {'average_loss': 0.7658943, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 33.69935})
('DNN[5, 7, 5, 8]', {'average_loss': 0.83954185, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.939842})
('DNN[5, 7, 5, 9]', {'average_loss': 0.83899367, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.91572})
('DNN[5, 7, 5, 10]', {'average_loss': 0.7543736, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 33.19244})
('DNN[5, 7, 6, 5]', {'average_loss': 0.8400047, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.960205})
('DNN[5, 7, 6, 6]', {'average_loss': 0.95343214, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 41.951015})
('DNN[5, 7, 6, 7]', {'average_loss': 0.8635727, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.9972})
('DNN[5, 7, 6, 8]', {'average_loss': 0.88024896, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 38.730953})
('DNN[5, 7, 6, 9]', {'average_loss': 0.899929, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 39.596874})
('DNN[5, 7, 6, 10]', {'average_loss': 0.792094, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 34.852135})
('DNN[5, 7, 7, 5]', {'average_loss': 0.82180876, 'accuracy': 0.5681818, 'global_step': 500, 'loss': 36.159584})
('DNN[5, 7, 7, 6]', {'average_loss': 0.81436276, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 35.831963})
('DNN[5, 7, 7, 7]', {'average_loss': 0.83560693, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 36.766705})
('DNN[5, 7, 7, 8]', {'average_loss': 0.8488831, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.350857})
('DNN[5, 7, 7, 9]', {'average_loss': 0.83404505, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.697983})
('DNN[5, 7, 7, 10]', {'average_loss': 0.8384071, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.88991})
('DNN[5, 7, 8, 5]', {'average_loss': 0.9959967, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 43.823856})
('DNN[5, 7, 8, 6]', {'average_loss': 0.84047353, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.980835})
('DNN[5, 7, 8, 7]', {'average_loss': 0.93093055, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 40.960945})
('DNN[5, 7, 8, 8]', {'average_loss': 0.8391176, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.921173})
('DNN[5, 7, 8, 9]', {'average_loss': 0.8480168, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 37.31274})
('DNN[5, 7, 8, 10]', {'average_loss': 0.9402698, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 41.371872})
('DNN[5, 7, 9, 5]', {'average_loss': 0.8083907, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 35.56919})
('DNN[5, 7, 9, 6]', {'average_loss': 0.85898995, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 37.79556})
('DNN[5, 7, 9, 7]', {'average_loss': 0.84881264, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.347755})
('DNN[5, 7, 9, 8]', {'average_loss': 0.7625231, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 33.551018})
('DNN[5, 7, 9, 9]', {'average_loss': 0.7749892, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 34.099525})
('DNN[5, 7, 9, 10]', {'average_loss': 1.0230731, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 45.015213})
('DNN[5, 7, 10, 5]', {'average_loss': 0.83072585, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.551937})
('DNN[5, 7, 10, 6]', {'average_loss': 0.84447855, 'accuracy': 0.65909094, 'global_step': 500, 'loss': 37.157055})
('DNN[5, 7, 10, 7]', {'average_loss': 0.85131454, 'accuracy': 0.59090906, 'global_step': 500, 'loss': 37.45784})
('DNN[5, 7, 10, 8]', {'average_loss': 0.89315856, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 39.298977})
('DNN[5, 7, 10, 9]', {'average_loss': 0.85742, 'accuracy': 0.6363636, 'global_step': 500, 'loss': 37.726482})
('DNN[5, 7, 10, 10]', {'average_loss': 0.98156434, 'accuracy': 0.52272725, 'global_step': 500, 'loss': 43.18883})
('DNN[5, 8, 5, 5]', {'average_loss': 0.8401711, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.96753})
('DNN[5, 8, 5, 6]', {'average_loss': 0.83975816, 'accuracy': 0.6818182, 'global_step': 500, 'loss': 36.94936})
('DNN[5, 8, 5, 7]', {'average_loss': 0.8249621, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.298332})
('DNN[5, 8, 5, 8]', {'average_loss': 0.83273333, 'accuracy': 0.6136364, 'global_step': 500, 'loss': 36.640266})
